id,brand_model,rating_year,stars,adult_pct,child_pct,vru_pct,sa_pct,adult_points,adult_max_points,child_points,child_max_points,vru_points,vru_max_points,sa_points,sa_max_points,total_points,total_max_points,total_points_ratio,official_weighted_score,year_bucket,P_weighted,weights_used_sum,Subscore35,SafetyRaw,SafetyScore,manufactured_from,manufactured_to,on_sale_from,on_sale_to,variants,energy_sources,is_current_model,is_conventional_only,superseded_model_count,fitted_autonomous_emergency_braking,fitted_lane_support_system,image_url,manufacturer_icon,safety_rating_image_path,vehicle_url_api,vehicle_url_view,manufacturer_model_url,tags
389933,Toyota Hiace,2025,5,80,86,87,81,32.27,40,42.59,49,55.23,63,14.58,18,144.67,170,0.851,0.83387007,2023p,0.9095635294117647,170,59.12162941,94.12162941,87.39559808,Jun-25,onwards,Aug-25,onwards,All van & crew van variants,Petrol / diesel,TRUE,TRUE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/55efbba8b286a68d953eb6ecc98e4c3518e93707/large.png?1758588825,https://www.ancap.com.au/assets/manufacturers/small/toyota-82ccce5443b662fd06bc229b482b20907450f184bb900f31ac47fe4d85b75cbe.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/389933,https://www.ancap.com.au/safety-ratings/389933,https://www.ancap.com.au/safety-ratings/toyota/hiace,"category.popular_models,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.van,seats.2_seater,seats.5_seater,price.35000_to_65000"
232736,Toyota Hilux,2025,5,84,89,82,82,33.96,40,44,49,52.16,63,14.83,18,144.95,170,0.85264706,0.84955692,2023p,0.9094670588235294,170,59.11535882352941,94.11535882352942,87.37733470531379,Aug-25,onwards,Nov-25,onwards,Diesel variants exc. Rugged X,Petrol / diesel,TRUE,TRUE,6,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/33363aa97661304f18275df5a1551accbf979be4/large.png?1764913682,https://www.ancap.com.au/assets/manufacturers/small/toyota-82ccce5443b662fd06bc229b482b20907450f184bb900f31ac47fe4d85b75cbe.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/232736,https://www.ancap.com.au/safety-ratings/232736,https://www.ancap.com.au/safety-ratings/toyota/hilux,"category.popular_models,category.family,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.awd,body_type.ute,price.35000_to_65000,price.over_65000,seats.2_seater,seats.5_seater"
a6a0ba,Lexus NX,2022,5,91,89,83,92,34.59,38,43.87,49,45.15,54,14.75,16,138.36,157,0.88127389,0.89476371,2020_2022,0.9083089171974522,157,59.040079617834394,94.04007962,87.15808056773139,Nov-21,onwards,Jan-22,onwards,All variants,"Petrol / diesel, hybrid and plug-in hybrid",TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/8bcceef2c2ed2eca5d038a28a7d71f7d421ed41a/large.png?1652235744,https://www.ancap.com.au/assets/manufacturers/small/lexus-7de87d18e9ac073414bf0befc12c1845af77365eba07c76ad571b01129bfb87f.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/a6a0ba,https://www.ancap.com.au/safety-ratings/a6a0ba,https://www.ancap.com.au/safety-ratings/lexus/nx,"category.city_driver,body_type.suv,body_type.awd,price.over_65000,seats.5_seater,category.family,category.younger_driver,category.older_driver,category.fleet_manager,category.employer,category.luxury"
72ba9e,BYD SEAL,2023,5,89,87,82,75,35.78,40,43,49,51.68,63,13.56,18,144.02,170,0.84717647,0.84804036,2023p,0.9078223529411765,170,59.00845294117647,94.00845294117647,87.06596642211562,Sep-23,onwards,Oct-23,onwards,All variants (see Technical Report),Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/23da4f17d59b742b3e62a98d43ee0b78bc9e821d/large.png?1698193471,https://www.ancap.com.au/assets/manufacturers/small/byd-ddfb68db4046218b9ee4a3bc429d6824ab6c3b6456aae92a6b61865f2addc89e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2023-e042d27b55c566111e592e7d65971206f5985a5bbf3378e38387b6f416999c17.png,https://api.ancap.com.au/v1/safety-ratings/72ba9e,https://www.ancap.com.au/safety-ratings/72ba9e,https://www.ancap.com.au/safety-ratings/byd/seal,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.sedan,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
304014,BYD SEALION 6,2023,5,88,86,83,75,35.51,40,42.52,49,52.59,63,13.64,18,144.26,170,0.84858824,0.84715896,2023p,0.906349412,170,58.91271176470589,93.91271176470589,86.78711585661915,Mar-24,onwards,May-24,onwards,PHEV variants,Plug-in hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/4a64113d91056e2a1674d394a6cf120d57266f5e/large.png?1725945507,https://www.ancap.com.au/assets/manufacturers/small/byd-ddfb68db4046218b9ee4a3bc429d6824ab6c3b6456aae92a6b61865f2addc89e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2023-e042d27b55c566111e592e7d65971206f5985a5bbf3378e38387b6f416999c17.png,https://api.ancap.com.au/v1/safety-ratings/304014,https://www.ancap.com.au/safety-ratings/304014,https://www.ancap.com.au/safety-ratings/byd/sealion-6,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,seats.5_seater"
28d53e,Chery Tiggo 8 Pro Max,2023,5,88,87,79,86,35.34,40,42.74,49,50.3,63,15.54,18,143.92,170,0.84658824,0.86019819,2023p,0.9056776470588236,170,58.86904705882353,93.86904705882353,86.65994039903248,Apr-24,Feb-25,May-24,Jun-25,All variants (see Technical Report),Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/4988b511521202da57fbae26d4d1eb3e1f5c53c1/large.png?1716269104,https://www.ancap.com.au/assets/manufacturers/small/chery-891080fd9f9fe853a1fe1dd6f739d980769db88adfbd750347794fcf60cb80b7.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2023-e042d27b55c566111e592e7d65971206f5985a5bbf3378e38387b6f416999c17.png,https://api.ancap.com.au/v1/safety-ratings/28d53e,https://www.ancap.com.au/safety-ratings/28d53e,https://www.ancap.com.au/safety-ratings/chery/tiggo-8-pro-max,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,seats.7_seater,price.35000_to_65000"
1fb84e,Chery Tiggo 4 Pro,2023,5,88,87,79,85,35.52,40,42.74,49,50.37,63,15.31,18,143.94,170,0.84670588,0.85966485,2023p,0.9045341176470588,170,58.794717647058825,93.79471764705883,86.44345257981321,Sep-24,onwards,Oct-24,onwards,Petrol variants (see ANCAP Technical Report),Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/e2a7d750d69fc183d38b70ae78adf1ce1706ce0b/large.png?1740101336,https://www.ancap.com.au/assets/manufacturers/small/chery-891080fd9f9fe853a1fe1dd6f739d980769db88adfbd750347794fcf60cb80b7.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2023-e042d27b55c566111e592e7d65971206f5985a5bbf3378e38387b6f416999c17.png,https://api.ancap.com.au/v1/safety-ratings/1fb84e,https://www.ancap.com.au/safety-ratings/1fb84e,https://www.ancap.com.au/safety-ratings/chery/tiggo-4-pro,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.rural_driver,category.fleet_manager,seats.5_seater,body_type.suv,price.under_35000"
8018dd,XPENG G6,2024,5,88,86,81,80,35.49,40,42.62,49,51.5,63,14.49,18,144.1,170,0.84764706,0.85335125,2023p,0.9039141176470589,170,58.75441764705883,93.75441764705883,86.32607698235581,Jul-24,onwards,Oct-24,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9b13a3b28515a72ebc0b90322a8bccbde14c7af2/large.png?1732749483,https://www.ancap.com.au/assets/manufacturers/small/xpeng-0f526845ca56173456f20b6c4cc4630877c9ae29c5e5b66b86d7d1044a41fe74.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/8018dd,https://www.ancap.com.au/safety-ratings/8018dd,https://www.ancap.com.au/safety-ratings/xpeng/g6,"body_type.suv,price.35000_to_65000,seats.5_seater,category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager"
b325ee,Subaru Solterra,2025,5,88,86,80,82,35.48,40,42.36,49,50.47,63,14.86,18,143.17,170,0.84217647,0.85303129,2023p,0.9021247058823529,170,58.63810588235294,93.63810588235293,85.98731363561444,Oct-25,onwards,Nov-25,onwards,All variants (see Technical Report),Battery electric,TRUE,FALSE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/289f8898e7f9ef92ac1a2fdcd89a0066bc17f134/large.png?1770166211,https://www.ancap.com.au/assets/manufacturers/small/subaru-cc06700c9f6c24b8d6ba376fb784ada8b43b605b581442d1f6bf6c1a0e49ddf5.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/b325ee,https://www.ancap.com.au/safety-ratings/b325ee,https://www.ancap.com.au/safety-ratings/subaru/solterra,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,price.35000_to_65000,price.over_65000,seats.5_seater"
96c641,Toyota bZ4X,2025,5,88,86,80,82,35.48,40,42.36,49,50.47,63,14.86,18,143.17,170,0.84217647,0.85303129,2023p,0.9021247058823529,170,58.63810588235294,93.63810588235293,85.98731363561444,Oct-25,onwards,Dec-25,onwards,All variants (see Technical Report),Battery electric,TRUE,FALSE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/f6bfb395f7f4aaf28c0349776bfa4b4203fd9d13/large.png?1770162583,https://www.ancap.com.au/assets/manufacturers/small/toyota-82ccce5443b662fd06bc229b482b20907450f184bb900f31ac47fe4d85b75cbe.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/96c641,https://www.ancap.com.au/safety-ratings/96c641,https://www.ancap.com.au/safety-ratings/toyota/bz4x,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,price.35000_to_65000,price.over_65000,seats.5_seater,body_type.suv,body_type.awd"
6dbc1f,Audi A6 e-tron,2025,5,92,91,75,77,37.07,40,45,49,47.41,63,13.95,18,143.43,170,0.84370588,0.85988141,2023p,0.9012776470588235,170,58.58304705882353,93.58304705882352,85.82695228804461,Apr-25,onwards,Jul-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/88f2af63ea9439b283f0544be5302d55877dc6bb/large.png?1759880089,https://www.ancap.com.au/assets/manufacturers/small/audi-5fe869fc85fa218e107a3e484f7ea94dd48532030980d4fa091ba22e3b46ade6.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/6dbc1f,https://www.ancap.com.au/safety-ratings/6dbc1f,https://www.ancap.com.au/safety-ratings/audi/a6-e-tron,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.wagon,body_type.awd,price.over_65000,seats.5_seater"
c27231,Audi Q3,2025,5,87,86,80,83,35,40,42.54,49,50.97,63,15.09,18,143.6,170,0.84470588,0.85310884,2023p,0.9007741176470587,170,58.55031764705882,93.55031764705882,85.73162637587808,Nov-25,onwards,Mar-26,onwards,All variants,Petrol / diesel and plug-in hybrid,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/aa17099da70df2f6634aab5c40c595bc66faf6bf/large.png?1772579163,https://www.ancap.com.au/assets/manufacturers/small/audi-5fe869fc85fa218e107a3e484f7ea94dd48532030980d4fa091ba22e3b46ade6.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/c27231,https://www.ancap.com.au/safety-ratings/c27231,https://www.ancap.com.au/safety-ratings/audi/q3,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,price.over_65000,seats.5_seater"
17df9f,BYD SEALION 7,2025,5,87,93,76,78,34.83,40,45.81,49,48.44,63,14.21,18,143.29,170,0.84288235,0.84694626,2023p,0.9001376470588236,170,58.50894705882354,93.50894705882354,85.61113264110688,Jan-25,onwards,Feb-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/17e68c2f887a16e47eda38184e9e90c7c637d497/large.png?1744001168,https://www.ancap.com.au/assets/manufacturers/small/byd-ddfb68db4046218b9ee4a3bc429d6824ab6c3b6456aae92a6b61865f2addc89e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/17df9f,https://www.ancap.com.au/safety-ratings/17df9f,https://www.ancap.com.au/safety-ratings/byd/sealion-7,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,seats.5_seater"
6ec0ef,Zeekr 7X,2025,5,91,87,78,78,36.79,40,43,49,49.49,63,14.15,18,143.43,170,0.84370588,0.85774354,2023p,0.899935294,170,58.49579411764706,93.49579411764705,85.57282409696515,Aug-25,onwards,Sep-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/3cba6235f272e45b771820ca6a9d7a97a205bb32/large.png?1770168208,https://www.ancap.com.au/assets/manufacturers/small/zeekr-ef9956a7c00b805049972ed9417b56279061a656a505261e47604d807da36e24.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/6ec0ef,https://www.ancap.com.au/safety-ratings/6ec0ef,https://www.ancap.com.au/safety-ratings/zeekr/7x,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
15b046,MG 7,2025,5,88,85,80,81,35.41,40,41.96,49,50.54,63,14.75,18,142.66,170,0.83917647,0.84969864,2023p,0.8979258823529412,170,58.36518235294118,93.36518235294119,85.19241134467448,Sep-25,onwards,Dec-25,onwards,All variants,Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/3c0f0d751c0534ab7985cb792495906602289201/large.png?1766054600,https://www.ancap.com.au/assets/manufacturers/small/mg-64908a954f2375bfe93427a0a7639fe122f0f3e9a9f2e5e8e32d090836a8b44d.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/15b046,https://www.ancap.com.au/safety-ratings/15b046,https://www.ancap.com.au/safety-ratings/mg/7,"category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.hatch,price.35000_to_65000,seats.5_seater"
2ce1bb,GAC AION V,2025,5,88,87,79,79,35.42,40,43,49,50.05,63,14.32,18,142.79,170,0.83994118,0.8477102,2023p,0.8976729411764706,170,58.34874117647059,93.34874117647058,85.14452566449732,Sep-25,onwards,Nov-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9ca3248bdab18d9369fb71ad00078648054b06cf/large.png?1764914315,https://www.ancap.com.au/assets/manufacturers/small/temp-logo-c2e57fa11cb021b9f773f403cdf9a592b9f18140be6289da76c843b26716606e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/2ce1bb,https://www.ancap.com.au/safety-ratings/2ce1bb,https://www.ancap.com.au/safety-ratings/gac/aion-v,"category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,price.35000_to_65000,seats.5_seater,body_type.suv"
a2af2f,Denza B8,2025,5,86,95,75,78,34.4,40,46.81,49,47.52,63,14.07,18,142.8,170,0.84,0.8422517,2023p,0.8976599999999999,170,58.347899999999996,93.3479,85.14207569946501,Oct-25,onwards,Jan-26,onwards,All variants,Plug-in hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/e66c5df5860e5203a38bef25ecf9cccc2b99b209/large.png?1771462950,https://www.ancap.com.au/assets/manufacturers/small/temp-logo-c2e57fa11cb021b9f773f403cdf9a592b9f18140be6289da76c843b26716606e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/a2af2f,https://www.ancap.com.au/safety-ratings/a2af2f,https://www.ancap.com.au/safety-ratings/denza/b8,"category.family,category.city_driver,category.rural_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.over_65000,seats.7_seater"
baadc5,Mini Countryman,2024,5,83,86,81,83,33.45,40,42.22,49,51.52,63,15.06,18,142.25,170,0.83676471,0.83771542,2023p,0.8948741176470588,170,58.16681764705882,93.16681764705882,84.61466504523526,Nov-23,onwards,Mar-24,onwards,All variants,Petrol / diesel and battery electric,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d6f0234da58ba9300a3858e711d4dbb89b867446/large.png?1742949816,https://www.ancap.com.au/assets/manufacturers/small/mini-c919b6202bd62805e3246b5bf8a5e37bc03fce31b09599c8567c0f18f73fb9e1.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/baadc5,https://www.ancap.com.au/safety-ratings/baadc5,https://www.ancap.com.au/safety-ratings/mini/countryman,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,seats.5_seater,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000"
530bf9,Toyota Corolla Cross,2022,5,85,88,87,83,32.63,38,43.2,49,46.98,54,13.4,16,136.21,157,0.86757962,0.86130021,2020_2022,0.8948140127388535,157,58.16291082802548,93.16291082802547,84.60328625570185,Jul-22,onwards,Oct-22,onwards,All variants exc. GR Sport (see ANCAP technical report),Petrol / diesel and hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/8455953cef94a32c947709c8125466427628ee9a/large.png?1668471997,https://www.ancap.com.au/assets/manufacturers/small/toyota-82ccce5443b662fd06bc229b482b20907450f184bb900f31ac47fe4d85b75cbe.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/530bf9,https://www.ancap.com.au/safety-ratings/530bf9,https://www.ancap.com.au/safety-ratings/toyota/corolla-cross,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,seats.5_seater"
d50378,Denza B5,2025,5,86,95,74,78,34.71,40,46.81,49,47.01,63,14.07,18,142.6,170,0.83882353,0.84373265,2023p,0.8935835294117647,170,58.08292941,93.08292941,84.37033671428505,Jul-25,onwards,Dec-25,onwards,All variants,Plug-in hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/09848ebc73b1de5b888db45b926798438f7f4a55/large.png?1765164679,https://www.ancap.com.au/assets/manufacturers/small/temp-logo-c2e57fa11cb021b9f773f403cdf9a592b9f18140be6289da76c843b26716606e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/d50378,https://www.ancap.com.au/safety-ratings/d50378,https://www.ancap.com.au/safety-ratings/denza/b5,"category.family,category.younger_driver,category.older_driver,category.city_driver,category.rural_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,seats.5_seater,price.over_65000"
3dfba7,Hyundai Elexio,2024,5,88,86,77,85,35.47,40,42.41,49,48.6,63,15.42,18,141.9,170,0.83470588,0.85342109,2023p,0.8933258823529413,170,58.06618235294118,93.06618235294118,84.32156014,Oct-25,onwards,Feb-26,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/463ed70f66a5b8bed0c1d59063f3b93f0628c206/large.png?1771466567,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/3dfba7,https://www.ancap.com.au/safety-ratings/3dfba7,https://www.ancap.com.au/safety-ratings/hyundai/elexio,"category.family,category.city_driver,category.fleet_manager,category.employer,body_type.suv,price.35000_to_65000,seats.5_seater"
dc3b66,Volvo EX30,2024,5,88,85,79,80,35.27,40,42.03,49,50.36,63,14.48,18,142.14,170,0.83611765,0.84501293,2023p,0.8927058823529412,170,58.02588235294118,93.02588235294118,84.20418454027522,Apr-24,onwards,May-24,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/6037e0b0546d149ea34d500d40ceb582f1bdfd43/large.png?1733309910,https://www.ancap.com.au/assets/manufacturers/small/volvo-76755f577091173cc96906ade329dbb87be4b1cf6e69b7ae73561a93f74106cb.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/dc3b66,https://www.ancap.com.au/safety-ratings/dc3b66,https://www.ancap.com.au/safety-ratings/volvo/ex30,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
982bb2,Mercedes-Benz C-Class,2022,5,91,90,80,84,34.6,38,44.1,49,43.29,54,13.53,16,135.52,157,0.86318471,0.87366886,2020_2022,0.8922318471337579,157,57.995070063694264,92.99507006369427,84.11444233532768,Jul-21,onwards,Feb-22,onwards,C 200 & C 300 petrol variants,Petrol / diesel,TRUE,TRUE,4,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/cf802afd560d5ade342c9365d4b1e100cdced90a/large.png?1653455703,https://www.ancap.com.au/assets/manufacturers/small/mercedes-benz-e77b2c8ebc765c6efef479ecc989fa49ba959a9a19a44f8687fc88ae0cc0d2e4.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/982bb2,https://www.ancap.com.au/safety-ratings/982bb2,https://www.ancap.com.au/safety-ratings/mercedes-benz/c-class,"category.family,category.older_driver,category.city_driver,category.fleet_manager,body_type.sedan,price.over_65000,seats.5_seater,category.employer,category.luxury"
7384cb,Audi A5,2024,5,87,87,78,79,34.82,40,42.97,49,49.62,63,14.37,18,141.78,170,0.834,0.84077823,2023p,0.8911023529411766,170,57.921652941176475,92.92165294117648,83.90061160036173,Dec-24,onwards,Mar-25,onwards,All variants,Petrol / diesel,TRUE,TRUE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/61869cf99d3e02380cbd11e6bdeb8288d7bbac65/large.png?1750048578,https://www.ancap.com.au/assets/manufacturers/small/audi-5fe869fc85fa218e107a3e484f7ea94dd48532030980d4fa091ba22e3b46ade6.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/7384cb,https://www.ancap.com.au/safety-ratings/7384cb,https://www.ancap.com.au/safety-ratings/audi/a5,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.sedan,body_type.wagon,body_type.awd,price.over_65000,seats.5_seater"
01d699,Cupra Tavascan,2024,4,89,87,80,67,35.78,40,42.87,49,50.82,63,12.14,18,141.61,170,0.833,0.82900181,2023p,0.8905211764705883,170,57.883876470588234,92.88387647058823,83.79058589800128,Sep-24,onwards,Apr-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/c319ad49b8adf67750a63c3902496fd78443943a/large.png?1745991926,https://www.ancap.com.au/assets/manufacturers/small/cupra-e926087fc1617172f0fe9db3f9b3542cc7757564e94cd5e28be311f65c84783f.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2024-7d88bcda2480cc653abe9d50a49afb9937d3bb837df0ec1ce16dfdfcabe749d3.png,https://api.ancap.com.au/v1/safety-ratings/01d699,https://www.ancap.com.au/safety-ratings/01d699,https://www.ancap.com.au/safety-ratings/cupra/tavascan,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,seats.5_seater,price.over_65000,price.35000_to_65000"
