id,brand_model,rating_year,stars,adult_pct,child_pct,vru_pct,sa_pct,adult_points,adult_max_points,child_points,child_max_points,vru_points,vru_max_points,sa_points,sa_max_points,total_points,total_max_points,total_points_ratio,official_weighted_score,year_bucket,P_weighted,weights_used_sum,Subscore35,SafetyRaw,SafetyScore,manufactured_from,manufactured_to,on_sale_from,on_sale_to,variants,energy_sources,is_current_model,is_conventional_only,superseded_model_count,fitted_autonomous_emergency_braking,fitted_lane_support_system,image_url,manufacturer_icon,safety_rating_image_path,vehicle_url_api,vehicle_url_view,manufacturer_model_url,tags
518902,Kia EV5,2024,5,88,86,74,82,35.47,40,42.41,49,46.96,63,14.79,18,139.63,170,0.82135294,0.84121474,2023p,0.8776658823529412,170,57.04828235294118,92.04828235294119,81.35687972453488,Apr-24,onwards,Oct-24,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/5e164ccf8ff476fdb3d1442e3223aeacfa4ec759/large.png?1733981278,https://www.ancap.com.au/assets/manufacturers/small/kia-fd32864bb76bbca8aca6303ede71093093674e6316c5e88f399a280769820c90.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/518902,https://www.ancap.com.au/safety-ratings/518902,https://www.ancap.com.au/safety-ratings/kia/ev5,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
b81993,Hyundai Santa Fe,2024,5,84,86,77,80,33.97,40,42.34,49,48.73,63,14.56,18,139.6,170,0.82117647,0.82899252,2023p,0.8776317647058823,170,57.04606470588235,92.04606470588234,81.35042072581327,Mar-24,onwards,May-24,onwards,All variants,Petrol / diesel and hybrid,TRUE,FALSE,4,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9f7a8f22e4da862380987072325d07263d52c23c/large.png?1733307870,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/b81993,https://www.ancap.com.au/safety-ratings/b81993,https://www.ancap.com.au/safety-ratings/hyundai/santa-fe,"category.popular_models,category.family,category.city_driver,category.rural_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater"
c95f28,Toyota Landcruiser,2022,5,89,88,81,77,34.08,38,43.6,49,44.02,54,12.4,16,134.1,157,0.85414013,0.85473306,2020_2022,0.8769031847133758,157,56.99870700636943,91.99870700636943,81.21248925498111,Jul-21,onwards,Oct-21,onwards,All 300 Series variants (exc. GR Sport),Petrol / diesel,TRUE,TRUE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/b66a1ed3d142aea0c008bedad3f46c66aa9334f7/large.png?1639537070,https://www.ancap.com.au/assets/manufacturers/small/toyota-82ccce5443b662fd06bc229b482b20907450f184bb900f31ac47fe4d85b75cbe.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/c95f28,https://www.ancap.com.au/safety-ratings/c95f28,https://www.ancap.com.au/safety-ratings/toyota/landcruiser,"category.popular_models,category.family,category.older_driver,category.city_driver,category.rural_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.over_65000,seats.7_seater,category.tradesperson,body_type.wagon,seats.5_seater"
0fa4bd,Honda CR-V,2024,4,88,88,76,68,35.23,40,43.25,49,48.48,63,12.26,18,139.22,170,0.81894118,0.8189576,2023p,0.8759200000000001,170,56.93480000000001,91.93480000000001,81.02635716926589,Jul-23,onwards,Sep-23,onwards,All variants,Petrol / diesel and hybrid,TRUE,FALSE,4,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/279e163027bbeb0707702a9d56fc02c7ed4f0d9d/large.png?1721357215,https://www.ancap.com.au/assets/manufacturers/small/honda-99696356908c610a092b98f5bfb499e8c3fe3c5024ee01b2f35f912aa14c6d89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2024-7d88bcda2480cc653abe9d50a49afb9937d3bb837df0ec1ce16dfdfcabe749d3.png,https://api.ancap.com.au/v1/safety-ratings/0fa4bd,https://www.ancap.com.au/safety-ratings/0fa4bd,https://www.ancap.com.au/safety-ratings/honda/cr-v,"category.popular_models,category.family,category.older_driver,category.city_driver,category.rural_driver,body_type.suv,body_type.awd,price.35000_to_65000,seats.7_seater"
1f0c5c,Honda ZR-V,2023,4,79,88,81,68,31.92,40,43.25,49,51.12,63,12.41,18,138.7,170,0.81588235,0.79590522,2023p,0.8738552941176472,170,56.800594117647066,91.80059411764707,80.63547638456436,Mar-23,onwards,May-23,onwards,All variants,Petrol / diesel and hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/13878ca01d2c0f972637793c975fce710adfb021/large.png?1721359097,https://www.ancap.com.au/assets/manufacturers/small/honda-99696356908c610a092b98f5bfb499e8c3fe3c5024ee01b2f35f912aa14c6d89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2023-c688c27a0b74454806c1294e8095a0c593b56d0d98770c9fa55ae886e6465300.png,https://api.ancap.com.au/v1/safety-ratings/1f0c5c,https://www.ancap.com.au/safety-ratings/1f0c5c,https://www.ancap.com.au/safety-ratings/honda/zr-v,"category.popular_models,category.family,category.older_driver,category.city_driver,category.rural_driver,body_type.suv,price.35000_to_65000,seats.5_seater"
0a04e9,LDV MIFA,2022,5,93,88,73,90,35.53,38,43.41,49,39.59,54,14.43,16,132.96,157,0.84687898,0.8781883,2020_2022,0.8721694267515925,157,56.69101273885351,91.69101273885352,80.31631559533119,Nov-22,onwards,Nov-22,onwards,Seven seat variants,Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9c070658451a6967415d7a9dfd96e5eea052be70/large.png?1670905598,https://www.ancap.com.au/assets/manufacturers/small/ldv-36f0a24f23fe6d2e9693b6f304d5c5c4f14b40d35759a19f3ac6cc70015dd8e9.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/0a04e9,https://www.ancap.com.au/safety-ratings/0a04e9,https://www.ancap.com.au/safety-ratings/ldv/mifa,"category.family,category.tradesperson,category.fleet_manager,category.employer,body_type.wagon,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater"
2fa737,LDV MIFA 9,2022,5,93,88,73,90,35.53,38,43.41,49,39.59,54,14.43,16,132.96,157,0.84687898,0.8781883,2020_2022,0.8721694267515925,157,56.69101273885351,91.69101273885352,80.31631559533119,Nov-22,onwards,Nov-22,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/33e7203c378a40c48fe39a9d9f7799fe7b46f3b4/large.png?1670369205,https://www.ancap.com.au/assets/manufacturers/small/ldv-36f0a24f23fe6d2e9693b6f304d5c5c4f14b40d35759a19f3ac6cc70015dd8e9.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/2fa737,https://www.ancap.com.au/safety-ratings/2fa737,https://www.ancap.com.au/safety-ratings/ldv/mifa-9,"category.family,category.city_driver,category.fleet_manager,category.employer,body_type.wagon,price.over_65000,seats.5_seater,seats.7_seater"
a62ab7,Mitsubishi Outlander,2025,5,85,84,79,70,34.38,40,41.24,49,50.36,63,12.64,18,138.62,170,0.81541176,0.81244399,2023p,0.8707329411764707,170,56.597641176470596,91.59764118,80.04436663949437,Apr-25,onwards,Jun-25,onwards,All variants (see Technical Report),Petrol / diesel and plug-in hybrid,TRUE,FALSE,6,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/a97aa9bab7d06092fa3104c2efb212f635fd0a1f/large.png?1758594785,https://www.ancap.com.au/assets/manufacturers/small/mitsubishi-d2ee0d37dbfbbca85d9f978e92f9d14f0d697cea5e5cbd698b61e3bba50a7efc.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/a62ab7,https://www.ancap.com.au/safety-ratings/a62ab7,https://www.ancap.com.au/safety-ratings/mitsubishi/outlander,"category.popular_models,category.family,category.older_driver,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater"
f18eb7,Ford Everest,2022,5,86,93,74,86,32.99,38,45.66,49,39.96,54,13.89,16,132.5,157,0.84394904,0.8552555,2020_2022,0.8700885350318472,157,56.55575477707007,91.55575477707006,79.92237058105822,May-22,onwards,Aug-22,onwards,All variants,Petrol / diesel,TRUE,TRUE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/be78fc73414e140ac07c7035f9a84901034acd9a/large.png?1660525534,https://www.ancap.com.au/assets/manufacturers/small/ford-265612f017d18e609840ab9cf9c9e3f7dc64d09f179243709455cb0eff8e682c.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/f18eb7,https://www.ancap.com.au/safety-ratings/f18eb7,https://www.ancap.com.au/safety-ratings/ford/everest,"category.family,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.suv,body_type.wagon,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater"
5dfbf1,Smart #1,2022,5,96,87,70,94,36.62,38,43.06,49,37.86,54,15.05,16,132.59,157,0.84452229,0.88957601,2020_2022,0.8699828025477707,157,56.54888216560509,91.54888217,79.90235378510802,Jul-24,onwards,Sep-24,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/75990d0b16d9daedd7865cba108456654d4cdd46/large.png?1727678757,https://www.ancap.com.au/assets/manufacturers/small/smart-e9f505550f0ce05ad50c61ec04fe7186ce8f21e25bbd2874a924347d7c6ae276.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/5dfbf1,https://www.ancap.com.au/safety-ratings/5dfbf1,https://www.ancap.com.au/safety-ratings/smart/1,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
d35132,Kia Tasman,2025,5,87,85,74,80,35.14,40,41.86,49,46.82,63,14.42,18,138.24,170,0.81317647,0.83111429,2023p,0.869829412,170,56.53891176470589,91.53891176470589,79.87331453541982,May-25,onwards,Jun-25,onwards,All variants (exc. X-Line & X-Pro),Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9bebf54c548d0abd7f27e45d2459f2a2cb7928e6/large.png?1752815578,https://www.ancap.com.au/assets/manufacturers/small/kia-fd32864bb76bbca8aca6303ede71093093674e6316c5e88f399a280769820c90.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/d35132,https://www.ancap.com.au/safety-ratings/d35132,https://www.ancap.com.au/safety-ratings/kia/tasman,"category.popular_models,category.family,category.younger_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.awd,body_type.ute,price.35000_to_65000,price.over_65000,seats.5_seater"
ad425e,BMW iX1,2022,5,86,88,76,94,32.77,38,43.3,49,41.08,54,15.07,16,132.22,157,0.84216561,0.86220521,2020_2022,0.8697299363057326,157,56.53244585987262,91.53244585987261,79.85448229117893,Jul-22,onwards,Jul-22,onwards,See ANCAP Safety Report,Petrol / diesel and battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/c88f6f5a59a49c4a374c63fdceb5210c610c12bc/large.png?1694411819,https://www.ancap.com.au/assets/manufacturers/small/bmw-d0733f7f1eb33160445ec15f25cf2baf31414224842ba14487d0b69422c0d924.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/ad425e,https://www.ancap.com.au/safety-ratings/ad425e,https://www.ancap.com.au/safety-ratings/bmw/ix1,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.suv,body_type.awd,price.over_65000,seats.5_seater"
c968f1,BMW X1,2022,5,86,88,76,94,32.77,38,43.3,49,41.08,54,15.07,16,132.22,157,0.84216561,0.86220521,2020_2022,0.8697299363057326,157,56.53244585987262,91.53244585987261,79.85448229117893,Jul-22,onwards,Jul-22,onwards,See ANCAP Safety Report,Petrol / diesel and battery electric,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9703302b4b05e64a423bbf4661a8df29bc64d664/large.jpg?1670292935,https://www.ancap.com.au/assets/manufacturers/small/bmw-d0733f7f1eb33160445ec15f25cf2baf31414224842ba14487d0b69422c0d924.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/c968f1,https://www.ancap.com.au/safety-ratings/c968f1,https://www.ancap.com.au/safety-ratings/bmw/x1,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
fd8942,Nissan Navara,2024,5,86,89,74,70,34.64,40,44.03,49,47.01,63,12.75,18,138.43,170,0.81429412,0.81701905,2023p,0.8681211764705883,170,56.42787647058824,91.42787647058825,79.54991915115397,Jul-25,onwards,Mar-26,onwards,All dual cab variants,Petrol / diesel,TRUE,TRUE,7,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/6c663ed655a5b171696860a09e8855303a27e2e5/large.png?1763598816,https://www.ancap.com.au/assets/manufacturers/small/nissan-a4a6ecc0c23cafd6746078da665055789f03023f671a059bdee3d0dd9a04e68e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/fd8942,https://www.ancap.com.au/safety-ratings/fd8942,https://www.ancap.com.au/safety-ratings/nissan/navara,"category.popular_models,category.family,category.younger_driver,category.rural_driver,category.tradesperson,category.fleet_manager,price.35000_to_65000,category.employer,body_type.awd,body_type.ute"
2d8d6c,BYD ATTO 1,2025,5,82,86,76,79,33.19,40,42.44,49,48.39,63,14.27,18,138.29,170,0.81347059,0.81729909,2023p,0.8674235294117646,170,56.38252941,91.38252941,79.41784376,Aug-25,onwards,Nov-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9744eaa1a81b94fa045dda7fef0bbc2229782818/large.png?1763594314,https://www.ancap.com.au/assets/manufacturers/small/byd-ddfb68db4046218b9ee4a3bc429d6824ab6c3b6456aae92a6b61865f2addc89e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2025-997c7985fb400255a9ba79b38521ba860901a2b17b1167e1fa6249c0cf799600.png,https://api.ancap.com.au/v1/safety-ratings/2d8d6c,https://www.ancap.com.au/safety-ratings/2d8d6c,https://www.ancap.com.au/safety-ratings/byd/atto-1,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.hatch,price.under_35000,seats.4_seater"
262acd,Volkswagen Amarok,2022,5,86,93,74,83,32.98,38,46,49,39.96,54,13.39,16,132.33,157,0.84286624,0.850288,2020_2022,0.8668783439490445,157,56.347092356687895,91.34709236,79.31463171606417,Nov-22,onwards,May-23,onwards,All dual cab variants,Petrol / diesel,TRUE,TRUE,3,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/95e7fbf23df73f74acf1de1009019696b3a16fe4/large.png?1681194058,https://www.ancap.com.au/assets/manufacturers/small/volkswagen-478585519095ad1c9ae6459c9b7e8cb60489d4e4d19fb0b3064d1adc665cbf40.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/262acd,https://www.ancap.com.au/safety-ratings/262acd,https://www.ancap.com.au/safety-ratings/volkswagen/amarok,"category.popular_models,category.family,category.younger_driver,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.awd,body_type.ute,price.35000_to_65000,price.over_65000,seats.5_seater"
c64170,Nissan Ariya,2022,5,86,89,74,95,32.97,38,43.86,49,40.38,54,15.23,16,132.44,157,0.84356688,0.8660036,2020_2022,0.8668605095541402,157,56.345933121019115,91.34593312101912,79.31125538903646,Jan-24,onwards,Nov-24,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/046f01834126cec16a560edde66fa1b9f20b8bd0/large.png?1734482617,https://www.ancap.com.au/assets/manufacturers/small/nissan-a4a6ecc0c23cafd6746078da665055789f03023f671a059bdee3d0dd9a04e68e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/c64170,https://www.ancap.com.au/safety-ratings/c64170,https://www.ancap.com.au/safety-ratings/nissan/ariya,"category.popular_models,category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater"
d45664,Peugeot 3008,2025,4,82,87,79,65,33.09,40,43,49,50.19,63,11.72,18,138,170,0.81176471,0.79596576,2023p,0.8666988235294119,170,56.33542352941177,91.33542352941177,79.28064572,Apr-24,onwards,Jan-25,onwards,All Australian variants,Hybrid,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/dd952902abea677768386c9e12864c3590e59522/large.png?1753772199,https://www.ancap.com.au/assets/manufacturers/small/peugeot-69f6c7d5d81a3aefad5ffd8da267ad75bc1e48c83f61c682983f5bfc08019f95.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2025-2407a799876b06d177b9d3adc0140b3d6f1be6b1d2be3f369283ab0d9fbcc2e3.png,https://api.ancap.com.au/v1/safety-ratings/d45664,https://www.ancap.com.au/safety-ratings/d45664,https://www.ancap.com.au/safety-ratings/peugeot/3008,"category.family,category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.5_seater"
b55589,Peugeot 5008,2025,4,82,87,79,65,33.09,40,43,49,50.19,63,11.72,18,138,170,0.81176471,0.79596576,2023p,0.8666988235294119,170,56.33542352941177,91.33542352941177,79.28064572,Sep-24,onwards,Jun-25,onwards,All Australian variants,Hybrid,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/4a937123cbcfd78d7b2d500c28548b402577303c/large.png?1753774495,https://www.ancap.com.au/assets/manufacturers/small/peugeot-69f6c7d5d81a3aefad5ffd8da267ad75bc1e48c83f61c682983f5bfc08019f95.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2025-2407a799876b06d177b9d3adc0140b3d6f1be6b1d2be3f369283ab0d9fbcc2e3.png,https://api.ancap.com.au/v1/safety-ratings/b55589,https://www.ancap.com.au/safety-ratings/b55589,https://www.ancap.com.au/safety-ratings/peugeot/5008,"category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater"
af2eec,Cupra Born,2022,5,93,89,73,80,35.47,38,43.81,49,39.91,54,12.83,16,132.02,157,0.84089172,0.86037456,2020_2022,0.8646834394904459,157,56.20442356687899,91.20442356687899,78.89910232543534,Oct-22,onwards,Mar-23,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/0dec2039cc15293f24564aaf811b7ed550d8af02/large.png?1679022635,https://www.ancap.com.au/assets/manufacturers/small/cupra-e926087fc1617172f0fe9db3f9b3542cc7757564e94cd5e28be311f65c84783f.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/af2eec,https://www.ancap.com.au/safety-ratings/af2eec,https://www.ancap.com.au/safety-ratings/cupra/born,"category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.hatch,price.35000_to_65000,seats.5_seater"
08109a,Mitsubishi Triton,2024,5,86,89,73,70,34.64,40,44.03,49,46.51,63,12.75,18,137.93,170,0.81135294,0.81543175,2023p,0.864044706,170,56.162905882352945,91.16290588235294,78.77818017,Nov-23,onwards,Feb-24,onwards,All variants,Petrol / diesel,TRUE,TRUE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d1072bed65291d8aafbb012b845d6f680fd7fad3/large.png?1712635740,https://www.ancap.com.au/assets/manufacturers/small/mitsubishi-d2ee0d37dbfbbca85d9f978e92f9d14f0d697cea5e5cbd698b61e3bba50a7efc.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2024-c6164fac702658394851ade2462c3593ebea4131b5f9c00875bcc1784ca49bc0.png,https://api.ancap.com.au/v1/safety-ratings/08109a,https://www.ancap.com.au/safety-ratings/08109a,https://www.ancap.com.au/safety-ratings/mitsubishi/triton,"category.popular_models,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.awd,body_type.ute,price.35000_to_65000,seats.5_seater,seats.2_seater"
e7a6fe,GWM Ora,2022,5,92,84,74,93,35.29,38,41.59,49,40.02,54,14.94,16,131.84,157,0.83974522,0.87620101,2020_2022,0.8636050955414013,157,56.134331210191085,91.13433121019108,78.69495512336488,Jan-23,onwards,Feb-23,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/4a14ccccb11c4d7952398d98b786cd841c9027b8/large.png?1675738372,https://www.ancap.com.au/assets/manufacturers/small/gwm-2a8e624d67ad4cd0510403509f28589d7d0c520f787c872a8ee4f7df3c0ea22e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/e7a6fe,https://www.ancap.com.au/safety-ratings/e7a6fe,https://www.ancap.com.au/safety-ratings/great-wall-motors/ora,"category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,body_type.hatch,price.35000_to_65000,seats.5_seater"
fcf71f,Volvo C40 Recharge,2022,5,92,89,70,91,35.29,38,43.81,49,37.86,54,14.57,16,131.53,157,0.8377707,0.87263723,2020_2022,0.8632299363057324,157,56.10994585987261,91.10994585987261,78.62393167267412,Jul-22,onwards,Oct-22,onwards,All single and twin motor variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/bd82959f37ef141d82d51fc92cf6b56558b27fc0/large.png?1665377251,https://www.ancap.com.au/assets/manufacturers/small/volvo-76755f577091173cc96906ade329dbb87be4b1cf6e69b7ae73561a93f74106cb.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/fcf71f,https://www.ancap.com.au/safety-ratings/fcf71f,https://www.ancap.com.au/safety-ratings/volvo/c40-recharge,"category.family,category.older_driver,category.city_driver,category.fleet_manager,category.employer,category.luxury,body_type.suv,body_type.awd,price.over_65000,seats.5_seater"
58f98d,Ford Ranger,2022,5,84,93,74,83,32.24,38,46,49,39.96,54,13.39,16,131.59,157,0.83815287,0.84249852,2020_2022,0.8618923566878982,157,56.02300318471338,91.02300318471339,78.37070714559331,Feb-22,onwards,Jul-22,onwards,All variants exc. Raptor,Petrol / diesel and plug-in hybrid,TRUE,FALSE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/9537ac61fe096f6304ee151dfab8eb63c2e8bc9a/large.png?1660271536,https://www.ancap.com.au/assets/manufacturers/small/ford-265612f017d18e609840ab9cf9c9e3f7dc64d09f179243709455cb0eff8e682c.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/58f98d,https://www.ancap.com.au/safety-ratings/58f98d,https://www.ancap.com.au/safety-ratings/ford/ranger,"category.popular_models,category.family,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.awd,body_type.ute,price.35000_to_65000,price.over_65000,seats.2_seater,seats.5_seater"
8a3def,Suzuki e VITARA,2025,4,77,87,79,71,31,40,43,49,50.34,63,12.78,18,137.12,170,0.80658824,0.78731973,2023p,0.861089412,170,55.97081176470589,90.97081176,78.21869724223033,Nov-25,onwards,Mar-26,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/6b22f222ca82c293af133d369092ef41c06ec96b/large.png?1774848608,https://www.ancap.com.au/assets/manufacturers/small/suzuki-90e51c6ed276c925b8825fd8ea7790df7977132ea780ca8f2cae9096465eda89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2025-2407a799876b06d177b9d3adc0140b3d6f1be6b1d2be3f369283ab0d9fbcc2e3.png,https://api.ancap.com.au/v1/safety-ratings/8a3def,https://www.ancap.com.au/safety-ratings/8a3def,https://www.ancap.com.au/safety-ratings/suzuki/e-vitara,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.suv,body_type.awd,price.35000_to_65000,seats.5_seater"
